Código IBGE,,Município,UF,Mortalidade Infantil até 5 Anos,posição estadual
5000252,500025,Alcinópolis (MS),MS,"21875,0000000",
4204103,420410,Caxambu do Sul (SC),SC,"15625,0000000",
4300661,430066,André da Rocha (RS),RS,"15625,0000000",
4314134,431413,Paulo Bento (RS),RS,"15625,0000000",
3106606,310660,Bertópolis (MG),MG,"79,5525809",
1400027,140002,Amajari (RR),RR,"76,4766240",
4322855,432285,Vespasiano Corrêa (RS),RS,"74,6853147",
1200435,120043,Santa Rosa do Purus (AC),AC,"74,4604240",
1400050,140005,Alto Alegre (RR),RR,"73,8960083",
5102603,510260,Campinápolis (MT),MT,"73,3237754",
3513306,351330,Cruzália (SP),SP,"69,2640693",645
4305934,430593,Coronel Pilar (RS),RS,"67,3400673",
3144375,314437,Natalândia (MG),MG,"62,3518255",
4312351,431235,Montauri (RS),RS,"62,2650376",
2304277,230427,Ereré (CE),CE,"60,8206245",
4321493,432149,Toropi (RS),RS,"60,0000000",
5106174,510617,Nova Nazaré (MT),MT,"59,8038400",
3124609,312460,Estrela Dalva (MG),MG,"58,6206897",
5107297,510729,São José do Povo (MT),MT,"57,9185520",
3145406,314540,Olaria (MG),MG,"56,4514052",
2513984,251398,São Francisco (PB),PB,"52,3059902",
2206357,220635,Milton Brandão (PI),PI,"52,0518697",
5105309,510530,Luciara (MT),MT,"51,7305407",
4313011,431301,Nova Candelária (RS),RS,"51,5823257",
5103908,510390,General Carneiro (MT),MT,"51,3830818",
5101852,510185,Bom Jesus do Araguaia (MT),MT,"50,0400745",
1718659,171865,Rio da Conceição (TO),TO,"49,9103943",
3138351,313835,Leme do Prado (MG),MG,"49,0977210",
2510659,251065,Parari (PB),PB,"48,8095238",
2211506,221150,Vera Mendes (PI),PI,"48,2879064",
3115607,311560,Cedro do Abaeté (MG),MG,"47,7272727",
3547205,354720,Santana da Ponte Pensa (SP),SP,"47,6190476",644
1300201,130020,Atalaia do Norte (AM),AM,"47,1757314",
5219209,521920,Santa Cruz de Goiás (GO),GO,"47,0085470",
4305603,430560,Colorado (RS),RS,"46,9492145",
3157658,315765,Santa Helena de Minas (MG),MG,"46,6438637",
2918555,291855,Jussari (BA),BA,"46,4810924",
3527256,352725,Lourdes (SP),SP,"46,4743590",643
4210852,421085,Mirim Doce (SC),SC,"46,3191024",
2210375,221037,São Luis do Piauí (PI),PI,"46,0970626",
4202503,420250,Bom Jardim da Serra (SC),SC,"45,5357143",
1400209,140020,Caracaraí (RR),RR,"45,4516909",
4320578,432057,Sete de Setembro (RS),RS,"45,3216374",
5205059,520505,Castelândia (GO),GO,"45,0103520",
3162302,316230,São João da Mata (MG),MG,"44,8435973",
4202438,420243,Bocaina do Sul (SC),SC,"44,8081283",
5212253,521225,Lagoa Santa (GO),GO,"44,2307692",
1200344,120034,Manoel Urbano (AC),AC,"44,1091185",
2514552,251455,São José de Princesa (PB),PB,"43,4612902",
4215406,421540,Salto Veloso (SC),SC,"43,3906411",
1712157,171215,Lavandeira (TO),TO,"43,2873617",
4212056,421205,Palmeira (SC),SC,"43,1835637",
2403756,240375,Fernando Pedroza (RN),RN,"43,1101839",
3113107,311310,Caranaíba (MG),MG,"42,9380764",
5107792,510779,Santo Antônio do Leste (MT),MT,"42,8770791",
3155009,315500,Rio Doce (MG),MG,"42,5408094",
3537701,353770,Piacatu (SP),SP,"42,3410920",642
3549300,354930,São João do Pau d'Alho (SP),SP,"42,3387097",641
3150000,315000,Pescador (MG),MG,"42,2317045",
3124708,312470,Estrela do Indaiá (MG),MG,"42,1626984",
4317756,431775,Santo Antônio do Planalto (RS),RS,"42,1195652",
5219712,521971,Santo Antônio da Barra (GO),GO,"41,8898891",
5208152,520815,Gameleira de Goiás (GO),GO,"41,7818740",
2510709,251070,Passagem (PB),PB,"41,7293233",
4322558,432255,Vanini (RS),RS,"41,6666667",
3504701,350470,Balbinos (SP),SP,"41,6666667",640
3118502,311850,Consolação (MG),MG,"41,6666667",
3161601,316160,São Geraldo da Piedade (MG),MG,"41,5466378",
2413805,241380,Taboleiro Grande (RN),RN,"41,2337662",
1303809,130380,São Gabriel da Cachoeira (AM),AM,"40,9501450",
4305371,430537,Charrua (RS),RS,"40,8764368",
4312427,431242,Mormaço (RS),RS,"40,8391608",
3143708,314370,Morro do Pilar (MG),MG,"40,7189039",
4321469,432146,Tio Hugo (RS),RS,"40,5701754",
2509503,250950,Montadas (PB),PB,"40,5063366",
5221908,522190,Varjão (GO),GO,"40,4421369",
3158706,315870,Santana do Garambéu (MG),MG,"40,3834541",
2914109,291410,Ipupiara (BA),BA,"40,1486374",
4123956,412395,Santa Mônica (PR),PR,"39,7653224",
3166956,316695,Serranópolis de Minas (MG),MG,"39,6212539",
1718006,171800,Porto Alegre do Tocantins (TO),TO,"39,5701018",
4302055,430205,Benjamin Constant do Sul (RS),RS,"39,1641642",
4309951,430995,Ibirapuitã (RS),RS,"39,0765058",
2709004,270900,Tanque d'Arca (AL),AL,"39,0093626",
2209658,220965,São Francisco de Assis do Piauí (PI),PI,"38,8501593",
3136553,313655,José Raydan (MG),MG,"38,7990544",
2203800,220380,Flores do Piauí (PI),PI,"38,7500000",
3517802,351780,Guaraçaí (SP),SP,"38,5331577",639
2105476,210547,Jenipapo dos Vieiras (MA),MA,"38,4022160",
4101051,410105,Anahy (PR),PR,"38,3482533",
3145455,314545,Olhos-d'Água (MG),MG,"38,1041794",
2205557,220555,Lagoa Alegre (PI),PI,"38,0786819",
3500808,350080,Alfredo Marcondes (SP),SP,"37,8633271",638
4306924,430692,Engenho Velho (RS),RS,"37,7777778",
2209377,220937,Santa Rosa do Piauí (PI),PI,"37,6676802",
2514206,251420,São José da Lagoa Tapada (PB),PB,"37,5538559",
3122900,312290,Dona Euzébia (MG),MG,"37,5507877",
3109808,310980,Cachoeira Dourada (MG),MG,"37,5000000",
2202455,220245,Capitão Gervásio Oliveira (PI),PI,"37,4725406",
3156502,315650,Rubelita (MG),MG,"37,4600921",
5221577,522157,Uirapuru (GO),GO,"37,3087558",
2203255,220325,Curralinhos (PI),PI,"37,2655820",
2103257,210325,Cidelândia (MA),MA,"37,1865651",
3533106,353310,Nova Guataporanga (SP),SP,"37,1352785",637
1703867,170386,Cariri do Tocantins (TO),TO,"37,0934959",
5220264,522026,São Miguel do Passa Quatro (GO),GO,"37,0691244",
4317251,431725,Santa Tereza (RS),RS,"37,0370370",
2402907,240290,Coronel João Pessoa (RN),RN,"36,9975488",
3524204,352420,Jaborandi (SP),SP,"36,8683281",636
3501103,350110,Alto Alegre (SP),SP,"36,7362672",635
4207759,420775,Iraceminha (SC),SC,"36,7225216",
3117009,311700,Comercinho (MG),MG,"36,7078166",
1702158,170215,Araguanã (TO),TO,"36,6882250",
3549607,354960,São José do Barreiro (SP),SP,"36,6435417",634
4315073,431507,Porto Vera Cruz (RS),RS,"36,6161616",
2110658,211065,São Domingos do Azeitão (MA),MA,"36,6026724",
2400406,240040,Água Nova (RN),RN,"36,5365365",
3165602,316560,Senador Cortes (MG),MG,"36,3310185",
1502764,150276,Cumaru do Norte (PA),PA,"36,2684374",
4215901,421590,São Bonifácio (SC),SC,"36,2332112",
2515609,251560,Serra da Raiz (PB),PB,"36,1011593",
3153301,315330,Presidente Kubitschek (MG),MG,"36,0750361",
2202729,220272,Cocal dos Alves (PI),PI,"36,0438772",
2400901,240090,Antônio Martins (RN),RN,"36,0375367",
1700251,170025,Abreulândia (TO),TO,"35,9565448",
4108106,410810,Flórida (PR),PR,"35,8967896",
1200302,120030,Feijó (AC),AC,"35,7983892",
5106273,510627,Novo Horizonte do Norte (MT),MT,"35,7858454",
3547403,354740,Santa Rita d'Oeste (SP),SP,"35,7142857",633
4322350,432235,União da Serra (RS),RS,"35,7142857",
5100359,510035,Alto Boa Vista (MT),MT,"35,6834832",
2201176,220117,Barra D'Alcântara (PI),PI,"35,6809013",
2111953,211195,Sucupira do Riachão (MA),MA,"35,6335243",
2807303,280730,Telha (SE),SE,"35,5062238",
1301407,130140,Eirunepé (AM),AM,"35,4503747",
3522653,352265,Itapirapuã Paulista (SP),SP,"35,4417575",632
4205357,420535,Flor do Sertão (SC),SC,"35,3910963",
3159704,315970,Santa Rosa da Serra (MG),MG,"35,2409923",
3169505,316950,Tumiritinga (MG),MG,"35,1299257",
3123502,312350,Douradoquara (MG),MG,"35,0877193",
4305116,430511,Centenário (RS),RS,"35,0000000",
3104452,310445,Aricanduva (MG),MG,"34,9206349",
4313607,431360,Paim Filho (RS),RS,"34,9206349",
1505551,150555,Pau D'Arco (PA),PA,"34,8655477",
5221809,522180,Urutaí (GO),GO,"34,8557692",
4314175,431417,Pedras Altas (RS),RS,"34,8067633",
1718550,171855,Riachinho (TO),TO,"34,7923681",
4323606,432360,Vista Alegre do Prata (RS),RS,"34,7222222",
3137304,313730,Lagoa dos Patos (MG),MG,"34,6590909",
5216007,521600,Panamá (GO),GO,"34,5679012",
4301958,430195,Barra Funda (RS),RS,"34,4952796",
3120003,312000,Córrego Novo (MG),MG,"34,4227642",
2916203,291620,Itapé (BA),BA,"34,4146893",
2504850,250485,Coxixola (PB),PB,"34,4047619",
3170305,317030,Umburatiba (MG),MG,"34,3902737",
2903300,290330,Barro Preto (BA),BA,"34,2749215",
3507456,350745,Borebi (SP),SP,"34,1941655",631
2407906,240790,Monte das Gameleiras (RN),RN,"34,1587855",
3126505,312650,Francisco Badaró (MG),MG,"34,1065781",
1400456,140045,Pacaraima (RR),RR,"34,0591991",
2514701,251470,São José do Sabugi (PB),PB,"33,9763918",
3156205,315620,Rochedo de Minas (MG),MG,"33,9366516",
2707008,270700,Pindoba (AL),AL,"33,9265851",
3125804,312580,Fernandes Tourinho (MG),MG,"33,9080460",
4216800,421680,São José do Cerrito (SC),SC,"33,8263559",
4316733,431673,Santa Cecília do Sul (RS),RS,"33,8095238",
2110906,211090,São Francisco do Maranhão (MA),MA,"33,7570169",
3115904,311590,Chácara (MG),MG,"33,7003670",
1710508,171050,Itacajá (TO),TO,"33,6800071",
4111308,411130,Itaúna do Sul (PR),PR,"33,6541709",
2501351,250135,Assunção (PB),PB,"33,6038038",
4312617,431261,Muitos Capões (RS),RS,"33,5424710",
2211407,221140,Várzea Grande (PI),PI,"33,5403727",
4121356,412135,Rancho Alegre D'Oeste (PR),PR,"33,4719680",
1600238,160023,Ferreira Gomes (AP),AP,"33,4603723",
5107156,510715,Reserva do Cabaçal (MT),MT,"33,3879476",
3165909,316590,Senador Modestino Gonçalves (MG),MG,"33,3814375",
4124301,412430,Santo Antônio do Paraíso (PR),PR,"33,3333333",
4103156,410315,Bom Jesus do Sul (PR),PR,"33,1648744",
2104081,210408,Fernando Falcão (MA),MA,"33,1316907",
3554904,355490,Três Fronteiras (SP),SP,"33,1262643",630
5221080,522108,Teresina de Goiás (GO),GO,"33,0725462",
1400704,140070,Uiramutã (RR),RR,"32,9565827",
4117297,411729,Novo Itacolomi (PR),PR,"32,9472329",
2101350,210135,Bacurituba (MA),MA,"32,8791312",
4113601,411360,Lobato (PR),PR,"32,8754579",
3158607,315860,Santana do Deserto (MG),MG,"32,8703704",
3530003,353000,Mira Estrela (SP),SP,"32,8663793",629
2915403,291540,Itaju do Colônia (BA),BA,"32,8490501",
3107208,310720,Bocaina de Minas (MG),MG,"32,8246753",
4108551,410855,Godoy Moreira (PR),PR,"32,7922078",
4309126,430912,Gramado dos Loureiros (RS),RS,"32,7088452",
5202155,520215,Araguapaz (GO),GO,"32,6655106",
4314472,431447,Pinhal Grande (RS),RS,"32,6388889",
3103603,310360,Arantina (MG),MG,"32,6323529",
1100031,110003,Cabixi (RO),RO,"32,6300085",
4305157,430515,Cerro Grande (RS),RS,"32,6296369",
3537503,353750,Pereiras (SP),SP,"32,5875074",628
5218052,521805,Porteirão (GO),GO,"32,4192177",
2200707,220070,Anísio de Abreu (PI),PI,"32,3478401",
2203602,220360,Eliseu Martins (PI),PI,"32,3074077",
2800704,280070,Brejo Grande (SE),SE,"32,2694631",
5207352,520735,Edealina (GO),GO,"32,2580645",
1303908,130390,São Paulo de Olivença (AM),AM,"32,2537598",
2209906,220990,São João da Serra (PI),PI,"32,2287278",
2208551,220855,Porto Alegre do Piauí (PI),PI,"32,1969697",
2804300,280430,Muribeca (SE),SE,"32,1820036",
2205458,220545,Joca Marques (PI),PI,"32,1707570",
2404853,240485,Itajá (RN),RN,"32,0939347",
2205250,220525,Jardim do Mulato (PI),PI,"32,0926791",
2407252,240725,Major Sales (RN),RN,"32,0415400",
3115458,311545,Catuji (MG),MG,"32,0073140",
1705607,170560,Conceição do Tocantins (TO),TO,"31,9420044",
2510303,251030,Nova Palmeira (PB),PB,"31,9374999",
5209408,520940,Guarani de Goiás (GO),GO,"31,9267752",
3507308,350730,Boracéia (SP),SP,"31,8698137",627
3536901,353690,Pedranópolis (SP),SP,"31,8518519",626
2909505,290950,Cravolândia (BA),BA,"31,8487010",
1705102,170510,Chapada da Natividade (TO),TO,"31,8379595",
2201309,220130,Barreiras do Piauí (PI),PI,"31,8319886",
3134509,313450,Itutinga (MG),MG,"31,8151025",
1720150,172015,São Félix do Tocantins (TO),TO,"31,8007663",
5215801,521580,Palmelo (GO),GO,"31,7460317",
2915502,291550,Itajuípe (BA),BA,"31,7282232",
2502102,250210,Boa Ventura (PB),PB,"31,6718363",
4201604,420160,Arroio Trinta (SC),SC,"31,6395664",
5103304,510330,Comodoro (MT),MT,"31,6295865",
2908309,290830,Conceição do Almeida (BA),BA,"31,6287278",
4303673,430367,Campestre da Serra (RS),RS,"31,4924608",
3102407,310240,Alvorada de Minas (MG),MG,"31,4573747",
5205208,520520,Caturaí (GO),GO,"31,4069771",
2806800,280680,São Domingos (SE),SE,"31,4056121",
3141603,314160,Mercês (MG),MG,"31,3914268",
4315008,431500,Porto Lucena (RS),RS,"31,3574735",
4302253,430225,Boa Vista do Sul (RS),RS,"31,3545151",
4321832,432183,Três Forquilhas (RS),RS,"31,3457254",
2410009,241000,Pilões (RN),RN,"31,3015747",
4319737,431973,São Valério do Sul (RS),RS,"31,2952813",
4204756,420475,Cunhataí (SC),SC,"31,2500000",
5107354,510735,São José do Xingu (MT),MT,"31,1871027",
3109451,310945,Cabeceira Grande (MG),MG,"31,1598130",
2900900,290090,Almadina (BA),BA,"31,1301244",
4313490,431349,Novo Barreiro (RS),RS,"31,1285936",
3125507,312550,São Gonçalo do Rio Preto (MG),MG,"31,1020960",
2906824,290682,Canudos (BA),BA,"31,0799024",
4205209,420520,Erval Velho (SC),SC,"31,0461393",
2208874,220887,Ribeira do Piauí (PI),PI,"30,9891751",
2919306,291930,Lençóis (BA),BA,"30,9594624",
2918605,291860,Jussiape (BA),BA,"30,8929375",
3135605,313560,Jequitaí (MG),MG,"30,8742338",
3140555,314055,Mata Verde (MG),MG,"30,8160859",
2209500,220950,Santo Inácio do Piauí (PI),PI,"30,8034316",
2412807,241280,São Rafael (RN),RN,"30,7379863",
2210102,221010,São José do Peixe (PI),PI,"30,7315234",
2905602,290560,Camacan (BA),BA,"30,7098649",
3166006,316600,Senhora de Oliveira (MG),MG,"30,6739812",
1400282,140028,Iracema (RR),RR,"30,6500521",
5006358,500635,Paranhos (MS),MS,"30,6381497",
4218954,421895,Urupema (SC),SC,"30,6064073",
1301506,130150,Envira (AM),AM,"30,5810752",
5216908,521690,Pilar de Goiás (GO),GO,"30,5712670",
1302207,130220,Juruá (AM),AM,"30,5548822",
1715259,171525,Novo Jardim (TO),TO,"30,5418719",
1506401,150640,Santa Cruz do Arari (PA),PA,"30,5176768",
2928307,292830,Santanópolis (BA),BA,"30,4883443",
5107768,510776,Santa Rita do Trivelato (MT),MT,"30,4526783",
2805307,280530,Pirambu (SE),SE,"30,4294854",
4306353,430635,Dezesseis de Novembro (RS),RS,"30,3643725",
3553658,355365,Taquaral (SP),SP,"30,3571429",625
3123403,312340,Doresópolis (MG),MG,"30,3308824",
2506202,250620,Frei Martinho (PB),PB,"30,3030303",
3146602,314660,Paiva (MG),MG,"30,3030303",
3147501,314750,Passabém (MG),MG,"30,3030303",
3165800,316580,Senador José Bento (MG),MG,"30,3030303",
4203253,420325,Capão Alto (SC),SC,"30,3030303",
3534807,353480,Ouro Verde (SP),SP,"30,2931316",624
2807204,280720,Siriri (SE),SE,"30,0599359",
2805000,280500,Pedra Mole (SE),SE,"29,9178877",
2907558,290755,Caturama (BA),BA,"29,9017121",
2921401,292140,Mirangaba (BA),BA,"29,8950545",
2205532,220553,Jurema (PI),PI,"29,8631673",
2204501,220450,Guadalupe (PI),PI,"29,8557799",
4309506,430950,Guarani das Missões (RS),RS,"29,8551804",
2904704,290470,Buerarema (BA),BA,"29,8408955",
5214705,521470,Nova América (GO),GO,"29,8245614",
2209757,220975,São Gonçalo do Gurguéia (PI),PI,"29,8223829",
4120002,412000,Porecatu (PR),PR,"29,7973356",
3145851,314585,Oratórios (MG),MG,"29,6457219",
4102208,410220,Atalaia (PR),PR,"29,6448902",
4204459,420445,Coronel Martins (SC),SC,"29,6442688",
4310652,431065,Itati (RS),RS,"29,6354576",
2209450,220945,Santo Antônio dos Milagres (PI),PI,"29,5997106",
2922904,292290,Nova Soure (BA),BA,"29,5870385",
3143153,314315,Monte Formoso (MG),MG,"29,5855517",
3110202,311020,Cajuri (MG),MG,"29,5824471",
4107157,410715,Diamante D'Oeste (PR),PR,"29,5785068",
2102358,210235,Buritirana (MA),MA,"29,5663222",
2111672,211167,São Roberto (MA),MA,"29,5426358",
2105922,210592,Lagoa do Mato (MA),MA,"29,4031810",
3138682,313868,Luislândia (MG),MG,"29,3812290",
4107124,410712,Diamante do Sul (PR),PR,"29,3811911",
2106631,210663,Matões do Norte (MA),MA,"29,3426094",
2410900,241090,Riachuelo (RN),RN,"29,2970522",
1101807,110180,Vale do Paraíso (RO),RO,"29,2495010",
2902401,290240,Aurelino Leal (BA),BA,"29,1965373",
2205102,220510,Itaueira (PI),PI,"29,1395735",
2102374,210237,Cachoeira Grande (MA),MA,"29,1170450",
4218756,421875,Tunápolis (SC),SC,"29,0734823",
1101476,110147,Primavera de Rondônia (RO),RO,"29,0584231",
2108405,210840,Peri Mirim (MA),MA,"29,0199393",
5215009,521500,Nova Veneza (GO),GO,"29,0192453",
5200829,520082,Amaralina (GO),GO,"29,0123457",
2412401,241240,São José do Seridó (RN),RN,"28,9849561",
4202131,420213,Bela Vista do Toldo (SC),SC,"28,9647436",
3129905,312990,Ibitiúra de Minas (MG),MG,"28,9516129",
4115739,411573,Mato Rico (PR),PR,"28,8502197",
4318432,431843,São João do Polêsine (RS),RS,"28,8461538",
3519501,351950,Ibirarema (SP),SP,"28,8385341",623
3161700,316170,São Gonçalo do Abaeté (MG),MG,"28,8333333",
4215687,421568,Santa Terezinha do Progresso (SC),SC,"28,8170163",
3517000,351700,Getulina (SP),SP,"28,7740050",622
5100805,510080,Apiacás (MT),MT,"28,7621940",
3200508,320050,Apiacá (ES),ES,"28,7383871",78
3546256,354625,Santa Cruz da Esperança (SP),SP,"28,7267081",621
4321436,432143,Terra de Areia (RS),RS,"28,6694222",
2615904,261590,Tuparetama (PE),PE,"28,6229836",
3165305,316530,São Vicente de Minas (MG),MG,"28,5787525",
3136801,313680,Juramento (MG),MG,"28,5731812",
2917102,291710,Itororó (BA),BA,"28,5608732",
4123709,412370,Santa Isabel do Ivaí (PR),PR,"28,5561487",
2920007,292000,Maiquinique (BA),BA,"28,5498717",
2201739,220173,Betânia do Piauí (PI),PI,"28,5425238",
1100072,110007,Corumbiara (RO),RO,"28,4372290",
2209971,220997,São João do Arraial (PI),PI,"28,4054881",
2108454,210845,Peritoró (MA),MA,"28,3651094",
4312054,431205,Marques de Souza (RS),RS,"28,3575318",
4205159,420515,Doutor Pedrinho (SC),SC,"28,3233359",
4128633,412863,Doutor Ulysses (PR),PR,"28,3224401",
3141504,314150,Mendes Pimentel (MG),MG,"28,3153989",
2404309,240430,Governador Dix-Sept Rosado (RN),RN,"28,3146696",
4112306,411230,Japira (PR),PR,"28,2795056",
2111532,211153,São Pedro da Água Branca (MA),MA,"28,2575017",
4113809,411380,Lupionópolis (PR),PR,"28,2419688",
2601052,260105,Araçoiaba (PE),PE,"28,2418503",
4302154,430215,Boa Vista das Missões (RS),RS,"28,2186949",
5212907,521290,Marzagão (GO),GO,"28,2074466",
3508900,350890,Caiabu (SP),SP,"28,1631454",620
2107308,210730,Nova Iorque (MA),MA,"28,1548517",
2501153,250115,Areia de Baraúnas (PB),PB,"28,1493868",
2507705,250770,Juazeirinho (PB),PB,"28,1353050",
2304301,230430,Farias Brito (CE),CE,"28,1222685",
2203206,220320,Curimatá (PI),PI,"28,1002630",
5208301,520830,Divinópolis de Goiás (GO),GO,"28,0893491",
3136579,313657,Josenópolis (MG),MG,"28,0321530",
2900306,290030,Acajutiba (BA),BA,"28,0174643",
5202809,520280,Avelinópolis (GO),GO,"28,0124224",
1709005,170900,Goiatins (TO),TO,"27,9810330",
3149606,314960,Pequi (MG),MG,"27,9365904",
2201770,220177,Boa Hora (PI),PI,"27,9262813",
2200053,220005,Acauã (PI),PI,"27,9188663",
2904852,290485,Cabaceiras do Paraguaçu (BA),BA,"27,8874754",
3135308,313530,Japaraíba (MG),MG,"27,8794920",
2922201,292220,Muniz Ferreira (BA),BA,"27,8763075",
3555505,355550,Ubirajara (SP),SP,"27,8709974",619
4110052,411005,Iguatu (PR),PR,"27,8637771",
3127057,312705,Fronteira dos Vales (MG),MG,"27,8549784",
3301801,330180,Engenheiro Paulo de Frontin (RJ),RJ,"27,8476978",92
4109203,410920,Guaraci (PR),PR,"27,8400988",
2802700,280270,Ilha das Flores (SE),SE,"27,8231479",
1712702,171270,Mateiros (TO),TO,"27,8061224",
2803708,280370,Macambira (SE),SE,"27,8053994",
3501509,350150,Alvinlândia (SP),SP,"27,7777778",618
3164803,316480,São Sebastião do Rio Preto (MG),MG,"27,7777778",
4112603,411260,Jardim Olinda (PR),PR,"27,7777778",
4304614,430461,Canudos do Vale (RS),RS,"27,7777778",
4309258,430925,Guabiju (RS),RS,"27,7777778",
4312005,431200,Mariano Moro (RS),RS,"27,7777778",
4313441,431344,Novo Tiradentes (RS),RS,"27,7777778",
5209457,520945,Guarinos (GO),GO,"27,7777778",
2205565,220556,Lagoa do Barro do Piauí (PI),PI,"27,7706577",
5107776,510777,Santa Terezinha (MT),MT,"27,7459570",
2901502,290150,Anguera (BA),BA,"27,7301315",
3133907,313390,Itaverava (MG),MG,"27,7243114",
5004809,500480,Japorã (MS),MS,"27,7208376",
3137908,313790,Lamim (MG),MG,"27,6580460",
1502806,150280,Curralinho (PA),PA,"27,6467235",
2200806,220080,Antônio Almeida (PI),PI,"27,5725967",
2207959,220795,Nova Santa Rita (PI),PI,"27,5703463",
2916500,291650,Itapicuru (BA),BA,"27,5690211",
3522158,352215,Itaoca (SP),SP,"27,5659292",617
2513000,251300,Salgadinho (PB),PB,"27,5508130",
1303601,130360,Santa Isabel do Rio Negro (AM),AM,"27,5433391",
3148806,314880,Pedra do Anta (MG),MG,"27,5297619",
4212239,421223,Paraíso (SC),SC,"27,5230352",
4209201,420920,Lacerdópolis (SC),SC,"27,4971942",
2206506,220650,Monsenhor Hipólito (PI),PI,"27,4803647",
4305132,430513,Cerro Branco (RS),RS,"27,4725275",
4318499,431849,São José do Inhacorá (RS),RS,"27,4725275",
5220157,522015,São Luiz do Norte (GO),GO,"27,4606913",
2411908,241190,São Francisco do Oeste (RN),RN,"27,4458874",
2508208,250820,Lagoa de Dentro (PB),PB,"27,4191024",
4318424,431842,São João da Urtiga (RS),RS,"27,3962149",
2924678,292467,Piraí do Norte (BA),BA,"27,3544010",
2933109,293310,Várzea do Poço (BA),BA,"27,3512516",
5219738,521973,Santo Antônio de Goiás (GO),GO,"27,3409923",
1400159,140015,Bonfim (RR),RR,"27,2811258",
1505205,150520,Oeiras do Pará (PA),PA,"27,2806810",
1300839,130083,Caapiranga (AM),AM,"27,2555525",
3162658,316265,São João do Pacuí (MG),MG,"27,1896813",
2604700,260470,Correntes (PE),PE,"27,1371423",
4109104,410910,Guaporema (PR),PR,"27,1367521",
2406403,240640,Lagoa de Velhos (RN),RN,"27,1329365",
4103370,410337,Brasilândia do Sul (PR),PR,"27,1216134",
3166501,316650,Serra Azul de Minas (MG),MG,"27,1072797",
2505238,250523,Cuité de Mamanguape (PB),PB,"27,1058702",
1400308,140030,Mucajaí (RR),RR,"27,0802465",
3116902,311690,Comendador Gomes (MG),MG,"27,0732689",
3146206,314620,Ouro Verde de Minas (MG),MG,"27,0477974",
4313086,431308,Nova Pádua (RS),RS,"27,0467836",
5214879,521487,Nova Iguaçu de Goiás (GO),GO,"27,0467836",
4300505,430050,Alpestre (RS),RS,"27,0349072",
2923506,292350,Palmeiras (BA),BA,"27,0059770",
1503754,150375,Jacareacanga (PA),PA,"26,9880833",
1501006,150100,Aveiro (PA),PA,"26,9815501",
2932200,293220,Ubaitaba (BA),BA,"26,9788196",
1600709,160070,Tartarugalzinho (AP),AP,"26,9609119",
2514404,251440,São José de Espinharas (PB),PB,"26,8502089",
4307054,430705,Ernestina (RS),RS,"26,8384326",
2206753,220675,Nossa Senhora de Nazaré (PI),PI,"26,8207737",
5108352,510835,Vale de São Domingos (MT),MT,"26,8124454",
2921054,292105,Matina (BA),BA,"26,8046179",
1303304,130330,Novo Aripuanã (AM),AM,"26,7531394",
5106208,510620,Nova Brasilândia (MT),MT,"26,7473533",
2400604,240060,Almino Afonso (RN),RN,"26,7312661",
2603926,260392,Carnaubeira da Penha (PE),PE,"26,7216204",
1712504,171250,Marianópolis do Tocantins (TO),TO,"26,7160700",
2510105,251010,Nova Floresta (PB),PB,"26,7146797",
3536406,353640,Paulicéia (SP),SP,"26,7129102",616
2512036,251203,Poço Dantas (PB),PB,"26,7124674",
1713700,171370,Monte Santo do Tocantins (TO),TO,"26,6666667",
4312450,431245,Morro Redondo (RS),RS,"26,6666667",
4320602,432060,Severiano de Almeida (RS),RS,"26,6666667",
1303502,130350,Pauini (AM),AM,"26,6240606",
2311355,231135,Quixelô (CE),CE,"26,6140051",
4302220,430222,Boa Vista do Cadeado (RS),RS,"26,6106443",
2311009,231100,Poranga (CE),CE,"26,5753117",
4119707,411970,Planaltina do Paraná (PR),PR,"26,5666873",
5211602,521160,Ivolândia (GO),GO,"26,5527950",
4211850,421185,Ouro Verde (SC),SC,"26,5456989",
4316303,431630,Roque Gonzales (RS),RS,"26,5424291",
1500404,150040,Alenquer (PA),PA,"26,5328822",
3543600,354360,Rifaina (SP),SP,"26,5277778",615
3129608,312960,Ibiaí (MG),MG,"26,5188518",
5221551,522155,Turvelândia (GO),GO,"26,5097403",
1703057,170305,Bandeirantes do Tocantins (TO),TO,"26,5087719",
3149408,314940,Pedro Teixeira (MG),MG,"26,4945652",
1302108,130210,Japurá (AM),AM,"26,4229430",
3154408,315440,Ressaquinha (MG),MG,"26,3998682",
2513851,251385,Santo André (PB),PB,"26,3975155",
5216809,521680,Petrolina de Goiás (GO),GO,"26,3894707",
2501609,250160,Barra de Santa Rosa (PB),PB,"26,3829714",
1300060,130006,Amaturá (AM),AM,"26,3752829",
4128534,412853,Ventania (PR),PR,"26,3565683",
2907806,290780,Cícero Dantas (BA),BA,"26,3289598",
5106190,510619,Nova Santa Helena (MT),MT,"26,3064365",
1716208,171620,Paranã (TO),TO,"26,3000923",
2413607,241360,Severiano Melo (RN),RN,"26,2745098",
5207535,520753,Faina (GO),GO,"26,2565559",
2907400,290740,Catolândia (BA),BA,"26,2500000",
3150505,315050,Pimenta (MG),MG,"26,2123887",
1712801,171280,Maurilândia do Tocantins (TO),TO,"26,1545373",
2202174,220217,Campo Largo do Piauí (PI),PI,"26,1344714",
3106655,310665,Berizal (MG),MG,"26,1245562",
