co_municipio,,no_municipio,uf,ano,rede,saeb_matematica,saeb_lingua_portuguesa,saeb_padronizado,ideb,posição estadual,ideb_meta,etapa
4307054,430705,Ernestina,RS,2023,Municipal,262.08,267.65,5.4955,5.0,,,Anos Finais
4307500,430750,Espumoso,RS,2023,Municipal,262.03,247.73,5.162667,5.0,,,Anos Finais
4308078,430807,Fazenda Vilanova,RS,2023,Municipal,251.6,266.51,5.301833,5.0,,,Anos Finais
4311908,431190,Marcelino Ramos,RS,2023,Municipal,259.55,242.64,5.0365,5.0,,,Anos Finais
4312500,431250,Mostardas,RS,2023,Municipal,274.55,286.92,6.0245,5.0,,,Anos Finais
4313060,431306,Nova Hartz,RS,2023,Municipal,257.11,257.63,5.245667,5.0,,,Anos Finais
4313706,431370,Palmeira das Missões,RS,2023,Municipal,276.12,272.53,5.810833,5.0,,,Anos Finais
4316600,431660,Sananduva,RS,2023,Municipal,256.09,254.18,5.171167,5.0,,,Anos Finais
4318614,431861,São José do Sul,RS,2023,Municipal,276.97,260.28,5.620833,5.0,,,Anos Finais
4319307,431930,São Paulo das Missões,RS,2023,Municipal,259.78,254.18,5.232667,5.0,,,Anos Finais
4320503,432050,Sertão,RS,2023,Municipal,261.3,253.2,5.241667,5.0,,,Anos Finais
4320677,432067,Sinimbu,RS,2023,Municipal,281.85,272.13,5.899667,5.0,,,Anos Finais
4321600,432160,Tramandaí,RS,2023,Municipal,264.12,269.02,5.552333,5.0,,,Anos Finais
4321808,432180,Três de Maio,RS,2023,Municipal,270.57,261.39,5.532667,5.0,,,Anos Finais
4322541,432254,Vale Real,RS,2023,Municipal,283.81,281.33,6.085667,5.0,,,Anos Finais
5002951,500295,Chapadão do Sul,MS,2023,Municipal,254.66,256.84,5.191667,5.0,,,Anos Finais
5007802,500780,Selvíria,MS,2023,Municipal,266.66,270.57,5.6205,5.0,,,Anos Finais
5100805,510080,Apiacás,MT,2023,Municipal,253.64,256.47,5.1685,5.0,,,Anos Finais
5101803,510180,Barra do Garças,MT,2023,Municipal,250.68,260.92,5.193333,5.0,,,Anos Finais
5103403,510340,Cuiabá,MT,2023,Municipal,247.51,255.23,5.045667,5.0,,,Anos Finais
5201108,520110,Anápolis,GO,2023,Municipal,252.3,259.89,5.203167,5.0,,,Anos Finais
1200328,120032,Jordão,AC,2023,Municipal,258.7,256.97,5.261167,4.9,,,Anos Finais
1303957,130395,São Sebastião do Uatumã,AM,2023,Municipal,241.64,257.98,4.993667,4.9,,,Anos Finais
1503606,150360,Itaituba,PA,2023,Municipal,255.37,263.48,5.314167,4.9,,,Anos Finais
1508357,150835,Vitória do Xingu,PA,2023,Municipal,253.85,257.86,5.195167,4.9,,,Anos Finais
1703867,170386,Cariri do Tocantins,TO,2023,Municipal,248.96,250.15,4.985167,4.9,,,Anos Finais
2101509,210150,Barão de Grajaú,MA,2023,Municipal,250.71,250.82,5.0255,4.9,,,Anos Finais
2102077,210207,Bom Lugar,MA,2023,Municipal,247.87,246.51,4.906333,4.9,,,Anos Finais
2102903,210290,Carutapera,MA,2023,Municipal,252.89,251.95,5.080667,4.9,,,Anos Finais
2103109,210310,Cedral,MA,2023,Municipal,247.33,257.92,5.0875,4.9,,,Anos Finais
2103802,210380,Dom Pedro,MA,2023,Municipal,252.58,256.5,5.151333,4.9,,,Anos Finais
2104206,210420,Fortuna,MA,2023,Municipal,249.42,246.82,4.937333,4.9,,,Anos Finais
2108009,210800,Pastos Bons,MA,2023,Municipal,248.33,254.78,5.051833,4.9,,,Anos Finais
2110906,211090,São Francisco do Maranhão,MA,2023,Municipal,253.95,253.15,5.118333,4.9,,,Anos Finais
2111722,211172,Satubinha,MA,2023,Municipal,257.17,252.0,5.152833,4.9,,,Anos Finais
2112233,211223,Trizidela do Vale,MA,2023,Municipal,247.26,253.91,5.0195,4.9,,,Anos Finais
2201929,220192,Bonfim do Piauí,PI,2023,Municipal,259.76,254.42,5.236333,4.9,,,Anos Finais
2201988,220198,Brejo do Piauí,PI,2023,Municipal,254.19,242.47,4.944333,4.9,,,Anos Finais
2202000,220200,Buriti dos Lopes,PI,2023,Municipal,245.76,257.85,5.060167,4.9,,,Anos Finais
2202802,220280,Conceição do Canindé,PI,2023,Municipal,265.77,257.58,5.389167,4.9,,,Anos Finais
2203453,220345,Dom Inocêncio,PI,2023,Municipal,247.59,243.82,4.856833,4.9,,,Anos Finais
2203602,220360,Eliseu Martins,PI,2023,Municipal,253.12,251.26,5073,4.9,,,Anos Finais
2205276,220527,Jatobá do Piauí,PI,2023,Municipal,246.77,245.31,4868,4.9,,,Anos Finais
2205557,220555,Lagoa Alegre,PI,2023,Municipal,250.6,245.68,4938,4.9,,,Anos Finais
2205573,220557,Lagoa de São Francisco,PI,2023,Municipal,248.97,251.5,5.007833,4.9,,,Anos Finais
2206506,220650,Monsenhor Hipólito,PI,2023,Municipal,252.89,240.77,4.894333,4.9,,,Anos Finais
2208304,220830,Piracuruca,PI,2023,Municipal,246.83,248.67,4925,4.9,,,Anos Finais
2208403,220840,Piripiri,PI,2023,Municipal,248.28,256.63,5.081833,4.9,,,Anos Finais
2209906,220990,São João da Serra,PI,2023,Municipal,249.18,246.52,4.928333,4.9,,,Anos Finais
2209955,220995,São João da Varjota,PI,2023,Municipal,250.82,246.49,4.955167,4.9,,,Anos Finais
2210805,221080,Simplício Mendes,PI,2023,Municipal,250.65,245.53,4.936333,4.9,,,Anos Finais
2211704,221170,Wall Ferraz,PI,2023,Municipal,255.07,237.5,4.876167,4.9,,,Anos Finais
2301307,230130,Araripe,CE,2023,Municipal,258.23,260.38,5.310167,4.9,,,Anos Finais
2301703,230170,Aurora,CE,2023,Municipal,249.66,252.53,5.0365,4.9,,,Anos Finais
2301901,230190,Barbalha,CE,2023,Municipal,244.63,248.05,4878,4.9,,,Anos Finais
2303006,230300,Caridade,CE,2023,Municipal,245.03,251.82,4.9475,4.9,,,Anos Finais
2304954,230495,Guaiúba,CE,2023,Municipal,248.59,255.52,5.0685,4.9,,,Anos Finais
2305803,230580,Ipu,CE,2023,Municipal,247.77,256.74,5.075167,4.9,,,Anos Finais
2307304,230730,Juazeiro do Norte,CE,2023,Municipal,247.44,255.58,5.050333,4.9,,,Anos Finais
2308104,230810,Mauriti,CE,2023,Municipal,245.0,250.1,4.918333,4.9,,,Anos Finais
2312106,231210,Santana do Cariri,CE,2023,Municipal,247.87,248.41,4938,4.9,,,Anos Finais
2312601,231260,São Luís do Curu,CE,2023,Municipal,247.56,251.52,4.984667,4.9,,,Anos Finais
2403004,240300,Cruzeta,RN,2023,Municipal,256.35,250.28,5.1105,4.9,,,Anos Finais
2404804,240480,Ipueira,RN,2023,Municipal,273.65,258.37,5.533667,4.9,,,Anos Finais
2500205,250020,Aguiar,PB,2023,Municipal,260.63,253.45,5.234667,4.9,,,Anos Finais
2501203,250120,Areial,PB,2023,Municipal,252.68,256.4,5.151333,4.9,,,Anos Finais
2509008,250900,Manaíra,PB,2023,Municipal,255.06,244.1,4986,4.9,,,Anos Finais
2509396,250939,Maturéia,PB,2023,Municipal,253.46,253.8,5121,4.9,,,Anos Finais
2509800,250980,Mulungu,PB,2023,Municipal,240.18,251.47,4.860833,4.9,,,Anos Finais
2510501,251050,Olivedos,PB,2023,Municipal,258.93,249.89,5147,4.9,,,Anos Finais
2510907,251090,Paulista,PB,2023,Municipal,260.65,258.19,5314,4.9,,,Anos Finais
2600203,260020,Afrânio,PE,2023,Municipal,243.02,252.36,4923,4.9,,,Anos Finais
2600500,260050,Águas Belas,PE,2023,Municipal,256.52,257.47,5.233167,4.9,,,Anos Finais
2606101,260610,Glória do Goitá,PE,2023,Municipal,244.83,250.67,4925,4.9,,,Anos Finais
2608107,260810,João Alfredo,PE,2023,Municipal,256.22,253.58,5.163333,4.9,,,Anos Finais
2608305,260830,Jupi,PE,2023,Municipal,258.32,256.69,5.250167,4.9,,,Anos Finais
2616183,261618,Vertente do Lério,PE,2023,Municipal,250.54,260.51,5.184167,4.9,,,Anos Finais
2700706,270070,Batalha,AL,2023,Municipal,251.09,240.92,4.866833,4.9,,,Anos Finais
2700805,270080,Belém,AL,2023,Municipal,251.37,254.98,5.105833,4.9,,,Anos Finais
2702801,270280,Flexeiras,AL,2023,Municipal,248.6,248.61,4.9535,4.9,,,Anos Finais
2705705,270570,Olho d'Água das Flores,AL,2023,Municipal,248.97,247.99,4.949333,4.9,,,Anos Finais
2706000,270600,Olivença,AL,2023,Municipal,249.62,247.93,4.959167,4.9,,,Anos Finais
2706703,270670,Penedo,AL,2023,Municipal,246.41,248.88,4.9215,4.9,,,Anos Finais
2707503,270750,Porto Real do Colégio,AL,2023,Municipal,268.21,248.08,5.2715,4.9,,,Anos Finais
2707800,270780,Roteiro,AL,2023,Municipal,261.14,250.7,5.197333,4.9,,,Anos Finais
2709103,270910,Taquarana,AL,2023,Municipal,255.49,253.57,5151,4.9,,,Anos Finais
2803005,280300,Itabaianinha,SE,2023,Municipal,261.0,256.15,5.285833,4.9,,,Anos Finais
2903276,290327,Barrocas,BA,2023,Municipal,250.55,254.47,5.083667,4.9,,,Anos Finais
2905008,290500,Caculé,BA,2023,Municipal,264.77,260.33,5.418333,4.9,,,Anos Finais
2908705,290870,Condeúba,BA,2023,Municipal,258.69,262.43,5352,4.9,,,Anos Finais
2915601,291560,Itamaraju,BA,2023,Municipal,246.79,250.86,4.960833,4.9,,,Anos Finais
2923050,292305,Novo Triunfo,BA,2023,Municipal,268.03,261.65,5.494667,4.9,,,Anos Finais
2924702,292470,Piripá,BA,2023,Municipal,263.14,257.82,5.349333,4.9,,,Anos Finais
2929909,292990,Seabra,BA,2023,Municipal,249.57,254.1,5.061167,4.9,,,Anos Finais
2930006,293000,Sebastião Laranjeiras,BA,2023,Municipal,266.2,251.56,5296,4.9,,,Anos Finais
3103751,310375,Araporã,MG,2023,Municipal,261.98,257.62,5.326667,4.9,,,Anos Finais
3104403,310440,Argirita,MG,2023,Municipal,260.13,250.64,5.1795,4.9,,,Anos Finais
3106309,310630,Belo Oriente,MG,2023,Municipal,262.31,258.55,5.347667,4.9,,,Anos Finais
3108305,310830,Borda da Mata,MG,2023,Municipal,256.57,246.56,5.052167,4.9,,,Anos Finais
3113206,311320,Carandaí,MG,2023,Municipal,262.02,258.31,5.338833,4.9,,,Anos Finais
3119104,311910,Corinto,MG,2023,Municipal,260.29,248.9,5.153167,4.9,,,Anos Finais
3120805,312080,Cruzília,MG,2023,Municipal,247.14,254.85,5.033167,4.9,,,Anos Finais
3121506,312150,Desterro do Melo,MG,2023,Municipal,287.23,277.62,6.080833,4.9,,,Anos Finais
3122306,312230,Divinópolis,MG,2023,Municipal,250.45,256.38,5.113833,4.9,,,Anos Finais
3128303,312830,Guaranésia,MG,2023,Municipal,263.27,259.24,5.375167,4.9,,,Anos Finais
3129657,312965,Ibiracatu,MG,2023,Municipal,245.2,250.86,4.934333,4.9,,,Anos Finais
3136652,313665,Juatuba,MG,2023,Municipal,248.82,251.1,4.998667,4.9,,,Anos Finais
3145901,314590,Ouro Branco,MG,2023,Municipal,284.78,285.42,6.17,4.9,,,Anos Finais
3147105,314710,Pará de Minas,MG,2023,Municipal,261.04,254.31,5.255833,4.9,,,Anos Finais
3154507,315450,Riacho dos Machados,MG,2023,Municipal,248.76,244.24,4.883333,4.9,,,Anos Finais
3158409,315840,Santana de Cataguases,MG,2023,Municipal,249.62,252.59,5.036833,4.9,,,Anos Finais
3159100,315910,Santana dos Montes,MG,2023,Municipal,253.9,256.23,5.168833,4.9,,,Anos Finais
3162955,316295,São José da Lapa,MG,2023,Municipal,253.26,264.79,5.300833,4.9,,,Anos Finais
3164472,316447,São Sebastião do Anta,MG,2023,Municipal,258.87,257.76,5.277167,4.9,,,Anos Finais
3167608,316760,Simonésia,MG,2023,Municipal,258.32,253.6,5.198667,4.9,,,Anos Finais
3169307,316930,Três Corações,MG,2023,Municipal,250.36,261.88,5204,4.9,,,Anos Finais
3200169,320016,Água Doce do Norte,ES,2023,Municipal,251.87,254.62,5.108167,4.9,35,,Anos Finais
3200359,320035,Alto Rio Novo,ES,2023,Municipal,267.09,263.2,5.504833,4.9,36,,Anos Finais
3201001,320100,Boa Esperança,ES,2023,Municipal,239.85,263.9,5.0625,4.9,37,,Anos Finais
3202405,320240,Guarapari,ES,2023,Municipal,256.16,262.31,5.307833,4.9,38,,Anos Finais
3202454,320245,Ibatiba,ES,2023,Municipal,269.4,267.5,5615,4.9,39,,Anos Finais
3204104,320410,Pinheiros,ES,2023,Municipal,258.34,256.34,5.244667,4.9,40,,Anos Finais
3204203,320420,Piúma,ES,2023,Municipal,266.52,265.31,5.5305,4.9,41,,Anos Finais
3205036,320503,Vargem Alta,ES,2023,Municipal,273.45,272.56,5.766833,4.9,42,,Anos Finais
3205101,320510,Viana,ES,2023,Municipal,249.24,251.42,5011,4.9,43,,Anos Finais
3300407,330040,Barra Mansa,RJ,2023,Municipal,261.48,266.49,5.466167,4.9,18,,Anos Finais
3304003,330400,Piraí,RJ,2023,Municipal,258.62,260.17,5.313167,4.9,19,,Anos Finais
3304102,330410,Porciúncula,RJ,2023,Municipal,246.82,248.5,4922,4.9,20,,Anos Finais
3304110,330411,Porto Real,RJ,2023,Municipal,255.22,250.8,5.100333,4.9,21,,Anos Finais
3304524,330452,Rio das Ostras,RJ,2023,Municipal,261.72,270.05,5.5295,4.9,22,,Anos Finais
3305406,330540,Sapucaia,RJ,2023,Municipal,266.15,263.58,5.4955,4.9,23,,Anos Finais
3502002,350200,Analândia,SP,2023,Municipal,255.58,250.4,5.099667,4.9,196,,Anos Finais
3504602,350460,Bady Bassitt,SP,2023,Municipal,263.49,251.62,5.251833,4.9,197,,Anos Finais
3508504,350850,Caçapava,SP,2023,Municipal,261.23,267.41,5.477333,4.9,198,,Anos Finais
3515509,351550,Fernandópolis,SP,2023,Municipal,267.02,249.93,5.2825,4.9,199,,Anos Finais
3517901,351790,Guaraci,SP,2023,Municipal,252.9,247.45,5.005833,4.9,200,,Anos Finais
3518701,351870,Guarujá,SP,2023,Municipal,250.63,258.58,5.1535,4.9,201,,Anos Finais
3525102,352510,Jardinópolis,SP,2023,Municipal,254.7,259.51,5.236833,4.9,202,,Anos Finais
3526605,352660,Lavrinhas,SP,2023,Municipal,252.23,248.63,5.014333,4.9,203,,Anos Finais
3527207,352720,Lorena,SP,2023,Municipal,257.93,258.98,5.281833,4.9,204,,Anos Finais
3534302,353430,Orlândia,SP,2023,Municipal,249.04,253.93,5.0495,4.9,205,,Anos Finais
3535804,353580,Paranapanema,SP,2023,Municipal,267.5,252.26,5.329333,4.9,206,,Anos Finais
3545506,354550,Sandovalina,SP,2023,Municipal,250.17,252.35,5042,4.9,207,,Anos Finais
3547502,354750,Santa Rita do Passa Quatro,SP,2023,Municipal,253.33,247.38,5.011833,4.9,208,,Anos Finais
3550605,355060,São Roque,SP,2023,Municipal,252.06,254.02,5.101333,4.9,209,,Anos Finais
3551009,355100,São Vicente,SP,2023,Municipal,250.07,257.17,5.120667,4.9,210,,Anos Finais
3554755,355475,Trabiju,SP,2023,Municipal,248.68,255.17,5.064167,4.9,211,,Anos Finais
3555406,355540,Ubatuba,SP,2023,Municipal,246.86,252.24,4985,4.9,212,,Anos Finais
3555604,355560,Uchoa,SP,2023,Municipal,250.89,248.47,4.989333,4.9,213,,Anos Finais
4203204,420320,Camboriú,SC,2023,Municipal,257.61,261.96,5.326167,4.9,,,Anos Finais
4203303,420330,Campo Alegre,SC,2023,Municipal,250.11,247.7,4.9635,4.9,,,Anos Finais
4204152,420415,Celso Ramos,SC,2023,Municipal,249.5,261.31,5.180167,4.9,,,Anos Finais
4207700,420770,Ipumirim,SC,2023,Municipal,277.83,266.7,5.742167,4.9,,,Anos Finais
4209300,420930,Lages,SC,2023,Municipal,252.86,257.62,5.174667,4.9,,,Anos Finais
4210506,421050,Maravilha,SC,2023,Municipal,268.47,263.11,5.526333,4.9,,,Anos Finais
4213500,421350,Porto Belo,SC,2023,Municipal,253.2,259.23,5.207167,4.9,,,Anos Finais
4217709,421770,Sombrio,SC,2023,Municipal,263.0,263.49,5.4415,4.9,,,Anos Finais
4302055,430205,Benjamin Constant do Sul,RS,2023,Municipal,249.33,245.32,4.910833,4.9,,,Anos Finais
4302303,430230,Bom Jesus,RS,2023,Municipal,277.18,264.28,5691,4.9,,,Anos Finais
4302402,430240,Bom Retiro do Sul,RS,2023,Municipal,270.05,256.38,5.4405,4.9,,,Anos Finais
4303509,430350,Camaquã,RS,2023,Municipal,252.66,259.24,5.198333,4.9,,,Anos Finais
4303673,430367,Campestre da Serra,RS,2023,Municipal,249.25,267.51,5.279333,4.9,,,Anos Finais
4304655,430465,Capão do Cipó,RS,2023,Municipal,261.0,247.63,5.143833,4.9,,,Anos Finais
4305355,430535,Charqueadas,RS,2023,Municipal,269.64,278.8,5.807333,4.9,,,Anos Finais
4307203,430720,Erval Grande,RS,2023,Municipal,245.65,256.6,5.0375,4.9,,,Anos Finais
4310876,431087,Jacuizinho,RS,2023,Municipal,257.9,257.26,5.252667,4.9,,,Anos Finais
4319000,431900,São Marcos,RS,2023,Municipal,268.05,264.63,5.544667,4.9,,,Anos Finais
4320008,432000,Sapucaia do Sul,RS,2023,Municipal,257.08,264.14,5.353667,4.9,,,Anos Finais
4320206,432020,Seberi,RS,2023,Municipal,256.71,240.68,4.9565,4.9,,,Anos Finais
4320701,432070,Sobradinho,RS,2023,Municipal,257.1,262.6,5.328333,4.9,,,Anos Finais
4321857,432185,Três Palmeiras,RS,2023,Municipal,252.59,246.81,4.99,4.9,,,Anos Finais
4323705,432370,Vista Gaúcha,RS,2023,Municipal,250.84,249.76,5.01,4.9,,,Anos Finais
5003256,500325,Costa Rica,MS,2023,Municipal,259.05,249.49,5.142333,4.9,,,Anos Finais
5005707,500570,Naviraí,MS,2023,Municipal,255.93,259.72,5.260833,4.9,,,Anos Finais
5102793,510279,Carlinda,MT,2023,Municipal,246.71,249.08,4.929833,4.9,,,Anos Finais
5104104,510410,Guarantã do Norte,MT,2023,Municipal,247.54,246.58,4902,4.9,,,Anos Finais
5201454,520145,Aparecida do Rio Doce,GO,2023,Municipal,255.04,256.92,5.199333,4.9,,,Anos Finais
5203104,520310,Baliza,GO,2023,Municipal,231.18,260.48,4861,4.9,,,Anos Finais
5204656,520465,Campinaçu,GO,2023,Municipal,246.89,249.64,4.942167,4.9,,,Anos Finais
5205497,520549,Cidade Ocidental,GO,2023,Municipal,244.8,253.69,4.974833,4.9,,,Anos Finais
5207352,520735,Edealina,GO,2023,Municipal,256.27,253.22,5.158167,4.9,,,Anos Finais
5209952,520995,Indiara,GO,2023,Municipal,252.97,251.81,5.079667,4.9,,,Anos Finais
5210901,521090,Itapaci,GO,2023,Municipal,252.98,255.66,5144,4.9,,,Anos Finais
5213756,521375,Montividiu,GO,2023,Municipal,250.2,253.87,5.067833,4.9,,,Anos Finais
5214002,521400,Mozarlândia,GO,2023,Municipal,249.69,261.52,5.186833,4.9,,,Anos Finais
5219704,521970,Santa Terezinha de Goiás,GO,2023,Municipal,256.42,257.93,5.239167,4.9,,,Anos Finais
1200427,120042,Rodrigues Alves,AC,2023,Municipal,242.98,244.68,4.794333,4.8,,,Anos Finais
1501451,150145,Belterra,PA,2023,Municipal,258.31,268.73,5.450667,4.8,,,Anos Finais
1504422,150442,Marituba,PA,2023,Municipal,244.3,250.49,4.913167,4.8,,,Anos Finais
1507979,150797,Terra Santa,PA,2023,Municipal,252.6,252.5,5085,4.8,,,Anos Finais
1720499,172049,São Valério,TO,2023,Municipal,241.38,245.47,4.780833,4.8,,,Anos Finais
2101301,210130,Bacuri,MA,2023,Municipal,250.91,253.86,5.0795,4.8,,,Anos Finais
2102754,210275,Capinzal do Norte,MA,2023,Municipal,248.3,255.83,5.068833,4.8,,,Anos Finais
2103901,210390,Duque Bacelar,MA,2023,Municipal,260.48,251.06,5.192333,4.8,,,Anos Finais
2104107,210410,Fortaleza dos Nogueiras,MA,2023,Municipal,246.06,250.97,4.9505,4.8,,,Anos Finais
2104404,210440,Gonçalves Dias,MA,2023,Municipal,246.56,250.08,4944,4.8,,,Anos Finais
2111102,211110,São João dos Patos,MA,2023,Municipal,253.93,255.42,5.155833,4.8,,,Anos Finais
2200954,220095,Aroeiras do Itaim,PI,2023,Municipal,252.52,237.85,4.8395,4.8,,,Anos Finais
2202059,220205,Cabeceiras do Piauí,PI,2023,Municipal,244.84,244.08,4.815333,4.8,,,Anos Finais
2202737,220273,Coivaras,PI,2023,Municipal,246.14,253.62,4996,4.8,,,Anos Finais
2205250,220525,Jardim do Mulato,PI,2023,Municipal,250.72,249.11,4.997167,4.8,,,Anos Finais
2205953,220595,Marcolândia,PI,2023,Municipal,242.74,243.74,4.774667,4.8,,,Anos Finais
2207306,220730,Paes Landim,PI,2023,Municipal,266.39,262.53,5482,4.8,,,Anos Finais
2207702,220770,Parnaíba,PI,2023,Municipal,242.76,258.21,5.016167,4.8,,,Anos Finais
2208551,220855,Porto Alegre do Piauí,PI,2023,Municipal,253.46,237.89,4.855833,4.8,,,Anos Finais
2209500,220950,Santo Inácio do Piauí,PI,2023,Municipal,246.53,243.25,4.829667,4.8,,,Anos Finais
2210391,221039,São Miguel do Fidalgo,PI,2023,Municipal,263.49,272.62,5.601833,4.8,,,Anos Finais
2303709,230370,Caucaia,CE,2023,Municipal,245.65,252.11,4.962667,4.8,,,Anos Finais
2305506,230550,Iguatu,CE,2023,Municipal,243.6,253.9,4.958333,4.8,,,Anos Finais
2306504,230650,Itapiúna,CE,2023,Municipal,238.05,249.95,4.8,4.8,,,Anos Finais
2307106,230710,Jardim,CE,2023,Municipal,243.9,248.44,4.872333,4.8,,,Anos Finais
2307205,230720,Jati,CE,2023,Municipal,244.25,243.46,4.795167,4.8,,,Anos Finais
2311306,231130,Quixadá,CE,2023,Municipal,238.32,246.96,4.754667,4.8,,,Anos Finais
2400406,240040,Água Nova,RN,2023,Municipal,254.28,251.21,5.0915,4.8,,,Anos Finais
2411106,241110,Ruy Barbosa,RN,2023,Municipal,259.8,255.61,5.256833,4.8,,,Anos Finais
2414902,241490,Viçosa,RN,2023,Municipal,262.27,263.92,5.4365,4.8,,,Anos Finais
2501534,250153,Baraúna,PB,2023,Municipal,249.79,252.58,5.0395,4.8,,,Anos Finais
2503704,250370,Cajazeiras,PB,2023,Municipal,240.98,247.72,4.811667,4.8,,,Anos Finais
2504801,250480,Coremas,PB,2023,Municipal,246.43,238.97,4.756667,4.8,,,Anos Finais
2505279,250527,Curral de Cima,PB,2023,Municipal,231.75,254.89,4.777333,4.8,,,Anos Finais
2505303,250530,Curral Velho,PB,2023,Municipal,249.31,241.81,4852,4.8,,,Anos Finais
2505709,250570,Dona Inês,PB,2023,Municipal,245.74,244.8,4.842333,4.8,,,Anos Finais
2513158,251315,Santa Cecília,PB,2023,Municipal,259.22,257.11,5.272167,4.8,,,Anos Finais
2514404,251440,São José de Espinharas,PB,2023,Municipal,249.02,247.79,4.946833,4.8,,,Anos Finais
2600609,260060,Alagoinha,PE,2023,Municipal,260.4,266.83,5.453833,4.8,,,Anos Finais
2603454,260345,Camaragibe,PE,2023,Municipal,248.75,251.11,4.997667,4.8,,,Anos Finais
2603801,260380,Capoeiras,PE,2023,Municipal,249.81,247.43,4954,4.8,,,Anos Finais
2604106,260410,Caruaru,PE,2023,Municipal,258.79,265.73,5.408667,4.8,,,Anos Finais
2606002,260600,Garanhuns,PE,2023,Municipal,252.51,259.83,5.205667,4.8,,,Anos Finais
2607406,260740,Itacuruba,PE,2023,Municipal,261.38,257.14,5.308667,4.8,,,Anos Finais
2610608,261060,Paudalho,PE,2023,Municipal,247.04,252.48,4992,4.8,,,Anos Finais
2611002,261100,Petrolândia,PE,2023,Municipal,247.39,248.85,4.937333,4.8,,,Anos Finais
2611200,261120,Poção,PE,2023,Municipal,260.72,257.67,5.3065,4.8,,,Anos Finais
2611606,261160,Recife,PE,2023,Municipal,244.73,253.89,4977,4.8,,,Anos Finais
2612471,261247,Santa Cruz da Baixa Verde,PE,2023,Municipal,257.96,246.11,5.067833,4.8,,,Anos Finais
2613503,261350,São José do Belmonte,PE,2023,Municipal,250.36,246.22,4943,4.8,,,Anos Finais
2614600,261460,Tabira,PE,2023,Municipal,248.41,245.13,4.892333,4.8,,,Anos Finais
2702108,270210,Colônia Leopoldina,AL,2023,Municipal,262.34,229.38,4862,4.8,,,Anos Finais
2703304,270330,Inhapi,AL,2023,Municipal,247.95,245.11,4.884333,4.8,,,Anos Finais
2704609,270460,Maravilha,AL,2023,Municipal,248.31,241.3,4.826833,4.8,,,Anos Finais
2704708,270470,Marechal Deodoro,AL,2023,Municipal,244.09,248.15,4.870667,4.8,,,Anos Finais
2706109,270610,Ouro Branco,AL,2023,Municipal,255.52,247.03,5.0425,4.8,,,Anos Finais
2706406,270640,Pão de Açúcar,AL,2023,Municipal,247.31,242.43,4829,4.8,,,Anos Finais
2706448,270644,Paripueira,AL,2023,Municipal,245.99,241.51,4.791667,4.8,,,Anos Finais
2706901,270690,Pilar,AL,2023,Municipal,239.61,249.75,4.822667,4.8,,,Anos Finais
2707206,270720,Poço das Trincheiras,AL,2023,Municipal,245.12,242.55,4.7945,4.8,,,Anos Finais
2901502,290150,Anguera,BA,2023,Municipal,241.24,249.43,4.8445,4.8,,,Anos Finais
2902658,290265,Banzaê,BA,2023,Municipal,252.76,257.34,5.168333,4.8,,,Anos Finais
2902807,290280,Barra da Estiva,BA,2023,Municipal,257.7,252.93,5.177167,4.8,,,Anos Finais
2904506,290450,Brotas de Macaúbas,BA,2023,Municipal,253.55,258.83,5.206333,4.8,,,Anos Finais
2914406,291440,Iraquara,BA,2023,Municipal,246.24,246.57,4.880167,4.8,,,Anos Finais
2919058,291905,Lajedo do Tabocal,BA,2023,Municipal,251.75,247.71,4991,4.8,,,Anos Finais
2919553,291955,Luís Eduardo Magalhães,BA,2023,Municipal,247.06,253.94,5.016667,4.8,,,Anos Finais
2921906,292190,Mucugê,BA,2023,Municipal,246.75,256.12,5.047833,4.8,,,Anos Finais
2926806,292680,Rio do Antônio,BA,2023,Municipal,262.76,264.85,5.460167,4.8,,,Anos Finais
2931053,293105,Tanque Novo,BA,2023,Municipal,275.6,266.71,5.705167,4.8,,,Anos Finais
2931301,293130,Tapiramutá,BA,2023,Municipal,248.86,247.18,4934,4.8,,,Anos Finais
3109808,310980,Cachoeira Dourada,MG,2023,Municipal,258.31,253.27,5193,4.8,,,Anos Finais
3114709,311470,Carvalhópolis,MG,2023,Municipal,269.66,264.04,5.561667,4.8,,,Anos Finais
3116605,311660,Cláudio,MG,2023,Municipal,246.36,241.49,4.7975,4.8,,,Anos Finais
3117306,311730,Conceição das Alagoas,MG,2023,Municipal,243.61,243.38,4.783167,4.8,,,Anos Finais
3117504,311750,Conceição do Mato Dentro,MG,2023,Municipal,249.7,248.79,4.974833,4.8,,,Anos Finais
3118601,311860,Contagem,MG,2023,Municipal,248.98,252.73,5.0285,4.8,,,Anos Finais
3119302,311930,Coromandel,MG,2023,Municipal,244.31,248.25,4876,4.8,,,Anos Finais
3121605,312160,Diamantina,MG,2023,Municipal,241.14,249.58,4.845333,4.8,,,Anos Finais
3126703,312670,Francisco Sá,MG,2023,Municipal,235.33,253.88,4.820167,4.8,,,Anos Finais
3129806,312980,Ibirité,MG,2023,Municipal,246.02,253.94,4.999333,4.8,,,Anos Finais
3130705,313070,Indianópolis,MG,2023,Municipal,255.74,279.02,5.579333,4.8,,,Anos Finais
3134103,313410,Itueta,MG,2023,Municipal,242.69,258.29,5.016333,4.8,,,Anos Finais
3136207,313620,João Monlevade,MG,2023,Municipal,251.1,256.65,5.129167,4.8,,,Anos Finais
