codmun,nomemun,estado_abrev,tx_mort_evit_aj_oms,posição estadual
520570,Córrego do Ouro,GO,"0,00000",
520710,Diorama,GO,"0,00000",
521920,Santa Cruz de Goiás,GO,"0,00000",
311040,Camacho,MG,"0,00000",
312790,Grupiara,MG,"0,00000",
313080,Ingaí,MG,"0,00000",
314660,Paiva,MG,"0,00000",
314780,Passa-Vinte,MG,"0,00000",
315500,Rio Doce,MG,"0,00000",
315910,Santana dos Montes,MG,"0,00000",
316490,São Sebastião do Rio Verde,MG,"0,00000",
316556,Sem-Peixe,MG,"0,00000",
316660,Serra da Saudade,MG,"0,00000",
510120,Araguainha,MT,"0,00000",
510530,Luciara,MT,"0,00000",
250073,Amparo,PB,"0,00000",
250590,Emas,PB,"0,00000",
251278,Riacho de Santo Antônio,PB,"0,00000",
250550,Vista Serrana,PB,"0,00000",
260545,Fernando de Noronha,PE,"0,00000",
220630,Miguel Leão,PI,"0,00000",
220855,Porto Alegre do Piauí,PI,"0,00000",
410315,Bom Jesus do Sul,PR,"0,00000",
410910,Guaporema,PR,"0,00000",
411065,Iracema do Oeste,PR,"0,00000",
241110,Ruy Barbosa,RN,"0,00000",
430192,Barra do Rio Azul,RS,"0,00000",
430195,Barra Funda,RS,"0,00000",
430258,Bozano,RS,"0,00000",
430355,Camargo,RS,"0,00000",
430469,Capitão,RS,"0,00000",
430511,Centenário,RS,"0,00000",
430637,Dilermando de Aguiar,RS,"0,00000",
430692,Engenho Velho,RS,"0,00000",
431046,Ipiranga do Sul,RS,"0,00000",
431065,Itati,RS,"0,00000",
431217,Mato Queimado,RS,"0,00000",
431235,Montauri,RS,"0,00000",
431262,Muliterno,RS,"0,00000",
431301,Nova Candelária,RS,"0,00000",
431849,São José do Inhacorá,RS,"0,00000",
431971,São Valentim do Sul,RS,"0,00000",
432032,Senador Salgado Filho,RS,"0,00000",
432285,Vespasiano Correa,RS,"0,00000",
420075,Alto Bela Vista,SC,"0,00000",
420209,Barra Bonita,SC,"0,00000",
420215,Belmonte,SC,"0,00000",
420517,Entre Rios,SC,"0,00000",
420785,Irati,SC,"0,00000",
421715,São Miguel da Boa Vista,SC,"0,00000",
421910,Vargeão,SC,"0,00000",
351580,Flora Rica,SP,"0,00000",1
352120,Iporanga,SP,"0,00000",2
352965,Mesópolis,SP,"0,00000",3
353286,Nova Castilho,SP,"0,00000",4
355520,Turiúba,SP,"0,00000",5
355590,Uru,SP,"0,00000",6
170382,Cachoeirinha,TO,"0,00000",
170389,Carrasco Bonito,TO,"0,00000",
170410,Centenário,TO,"0,00000",
170980,Ipueiras,TO,"0,00000",
171550,Oliveira de Fátima,TO,"0,00000",
172025,São Salvador do Tocantins,TO,"0,00000",
315520,Rio Espera,MG,"9,09465",
230010,Abaiara,CE,"9,20391",
421520,Romelândia,SC,"10,02695",
312750,Gonzaga,MG,"11,08614",
140060,São Luiz,RR,"11,18936",
421960,Xavantina,SC,"11,27551",
315900,Santana do Riacho,MG,"11,69960",
313070,Indianópolis,MG,"13,50410",
500625,Novo Horizonte do Sul,MS,"14,23077",
310080,Aguanil,MG,"14,82085",
432132,Taquaruçu do Sul,RS,"15,34722",
313790,Lamim,MG,"15,67376",
421755,Serra Alta,SC,"15,76271",
171700,Pindorama do Tocantins,TO,"15,78571",
421430,Rancho Queimado,SC,"16,01449",
421540,Salto Veloso,SC,"16,17486",
220440,Gilbués,PI,"16,17960",
314795,Patis,MG,"16,83386",
220335,Dirceu Arcoverde,PI,"16,84411",
431043,Ipê,RS,"17,10983",
432320,Victor Graeff,RS,"17,13178",
240280,Coronel Ezequiel,RN,"17,18750",
430632,Derrubadas,RS,"17,51479",
316430,São Roque de Minas,MG,"17,60956",
430057,Alto Feliz,RS,"17,93939",
430655,Dom Pedro de Alcântara,RS,"18,26446",
421090,Modelo,SC,"18,32765",
500797,Taquarussu,MS,"18,57143",
431842,São João da Urtiga,RS,"18,67508",
431445,Pinhal,RS,"19,78723",
520280,Avelinópolis,GO,"19,86577",
312550,São Gonçalo do Rio Preto,MG,"19,90991",
354900,São Francisco,SP,"20,00000",7
314440,Natércia,MG,"20,01716",
520082,Amaralina,GO,"20,03731",
521600,Panamá,GO,"20,09091",
431675,Santa Clara do Sul,RS,"20,35931",
316610,Senhora do Porto,MG,"20,41379",
120035,Marechal Thaumaturgo,AC,"20,46355",
230150,Arneiroz,CE,"20,51391",
150750,São João do Araguaia,PA,"20,82423",
510740,São Pedro da Cipa,MT,"20,84507",
430583,Coqueiro Baixo,RS,"20,84906",
520015,Adelândia,GO,"20,89888",
310445,Aricanduva,MG,"20,96774",
221090,Socorro do Piauí,PI,"20,97656",
421300,Pinheiro Preto,SC,"20,99291",
251274,Riachão,PB,"21,04762",
430630,David Canabarro,RS,"21,29496",
421917,Vargem Bonita,SC,"21,41844",
110007,Corumbiara,RO,"21,51313",
432065,Silveira Martins,RS,"21,60584",
353970,Platina,SP,"21,62791",8
251396,São Domingos,PB,"21,88119",
430222,Boa Vista do Cadeado,RS,"21,88119",
420055,Águas Frias,SC,"22,08738",
420287,Brunópolis,SC,"22,08738",
431261,Muitos Capões,RS,"22,08955",
352790,Lutécia,SP,"22,08955",9
432255,Vanini,RS,"22,25564",
220950,Santo Inácio do Piauí,PI,"22,28216",
520993,Inaciolândia,GO,"22,52999",
510810,Tesouro,MT,"22,55102",
431935,São Pedro da Serra,RS,"22,56303",
316580,Senador José Bento,MG,"22,78351",
432237,Unistalda,RS,"22,82209",
317052,Urucuia,MG,"22,83031",
412135,Rancho Alegre D'Oeste,PR,"22,94574",
251300,Salgadinho,PB,"23,02083",
210215,Brejo de Areia,MA,"23,05639",
311210,Caparaó,MG,"23,19372",
313160,Iraí de Minas,MG,"23,19776",
430825,Floriano Peixoto,RS,"23,30709",
432057,Sete de Setembro,RS,"23,39623",
292120,Miguel Calmon,BA,"23,51436",
431342,Novo Machado,RS,"23,53526",
312590,Ferros,MG,"23,66621",
354720,Santana da Ponte Pensa,SP,"23,76344",10
420760,Ipira,SC,"23,87111",
130083,Caapiranga,AM,"23,94925",
311170,Canaã,MG,"23,96875",
420257,Bom Jesus do Oeste,SC,"24,06504",
313610,Joanésia,MG,"24,10786",
250937,Mato Grosso,PB,"24,31373",
421920,Vidal Ramos,SC,"24,41404",
421795,Tigrinhos,SC,"24,46281",
354323,Ribeirão dos Índios,SP,"24,55556",11
350715,Bom Sucesso de Itararé,SP,"24,59459",12
431805,São Domingos do Sul,RS,"24,69274",
251335,Santa Inês,PB,"24,72826",
411342,Lidianópolis,PR,"24,86792",
355530,Turmalina,SP,"25,08475",13
421710,São Martinho,SC,"25,09346",
314420,Nacip Raydan,MG,"25,11364",
241320,Senador Georgino Avelino,RN,"25,14620",
312640,Fortuna de Minas,MG,"25,24904",
312350,Douradoquara,MG,"25,40230",
241430,Timbaúba dos Batistas,RN,"25,56180",
431795,Santo Expedito do Sul,RS,"25,56180",
314055,Mata Verde,MG,"25,58984",
432345,Vila Nova do Sul,RS,"25,69431",
420475,Cunhataí,SC,"25,70621",
431113,Jari,RS,"25,94488",
410275,Bela Vista da Caroba,PR,"26,17239",
316450,São Sebastião do Maranhão,MG,"26,21908",
412863,Doutor Ulysses,PR,"26,46707",
431085,Jaboticaba,RS,"26,49594",
240340,Equador,RN,"26,61324",
316100,São Domingos do Prata,MG,"26,70682",
520455,Caldazinha,GO,"26,89162",
110094,Cujubim,RO,"26,94873",
315740,Santa Cruz do Escalvado,MG,"27,02379",
431517,Protásio Alves,RS,"27,35294",
421505,Rio Rufino,SC,"27,40741",
521580,Palmelo,GO,"27,57576",
500080,Anaurilândia,MS,"27,61967",
211090,São Francisco do Maranhão,MA,"27,68432",
150549,Palestina do Pará,PA,"27,72009",
221039,São Miguel do Fidalgo,PI,"27,96296",
240620,Lagoa d'Anta,RN,"28,08114",
500390,Figueirão,MS,"28,12298",
130165,Guajará,AM,"28,24224",
221010,São José do Peixe,PI,"28,26316",
220205,Cabeceiras do Piauí,PI,"28,52335",
317030,Umburatiba,MG,"28,52814",
312720,Funilândia,MG,"28,70130",
314750,Passabém,MG,"28,70130",
432230,Tuparendi,RS,"28,75053",
421840,Treze de Maio,SC,"28,93887",
411705,Nova Laranjeiras,PR,"29,11781",
431335,Nova Roma do Sul,RS,"29,12703",
430370,Campina das Missões,RS,"29,13841",
412065,Quarto Centenário,PR,"29,14497",
312310,Dores de Guanhães,MG,"29,29525",
316820,Tapiraí,MG,"29,30693",
500627,Paraíso das Águas,MS,"29,38571",
353100,Monções,SP,"29,54545",14
250375,Cajazeirinhas,PB,"29,60000",
430215,Boa Vista das Missões,RS,"29,60000",
170300,Babaçulândia,TO,"29,80028",
291535,Itaguaçu da Bahia,BA,"29,99283",
230510,Guaramiranga,CE,"30,07318",
290440,Brejolândia,BA,"30,08258",
251540,São Vicente do Seridó,PB,"30,10047",
420765,Iporã do Oeste,SC,"30,21278",
430783,Eugênio de Castro,RS,"30,37646",
290150,Anguera,BA,"30,38534",
291930,Lençóis,BA,"30,46484",
411590,Mirador,PR,"30,53691",
430020,Ajuricaba,RS,"30,57207",
211157,São Pedro dos Crentes,MA,"30,65065",
120080,Porto Acre,AC,"30,66661",
420665,Guatambú,SC,"30,70109",
352870,Marabá Paulista,SP,"30,74561",15
291165,Guajeru,BA,"30,75257",
431910,São Martinho,RS,"30,85995",
250153,Baraúna,PB,"30,87108",
251365,Joca Claudino,PB,"30,95238",
315030,Piedade do Rio Grande,MG,"30,96489",
420243,Bocaina do Sul,SC,"31,12676",
420515,Doutor Pedrinho,SC,"31,12676",
314060,Materlândia,MG,"31,29681",
411300,Jussara,PR,"31,49798",
410740,Enéas Marques,PR,"31,51416",
350745,Borebi,SP,"31,59722",16
292145,Mirante,BA,"31,68942",
431697,Santa Margarida do Sul,RS,"31,78947",
411120,Itapejara d'Oeste,PR,"31,96660",
292465,Pintadas,BA,"32,01486",
316560,Senador Cortes,MG,"32,02899",
354250,Reginópolis,SP,"32,10145",17
171720,Piraquê,TO,"32,15569",
311180,Canápolis,MG,"32,17649",
312245,Divisópolis,MG,"32,23465",
240933,Santa Maria,RN,"32,26277",
432218,Tupanci do Sul,RS,"32,26950",
430695,Entre Rios do Sul,RS,"32,27273",
431454,Pinto Bandeira,RS,"32,50000",
251065,Parari,PB,"32,52747",
431930,São Paulo das Missões,RS,"32,53559",
293317,Varzedo,BA,"32,99279",
430980,Ibiaçá,RS,"33,09379",
311783,Cônego Marinho,MG,"33,10927",
220527,Jatobá do Piauí,PI,"33,12642",
421875,Tunápolis,SC,"33,21547",
412665,Sulina,PR,"33,23308",
170600,Couto Magalhães,TO,"33,39056",
351270,Corumbataí,SP,"33,50333",18
310010,Abadia dos Dourados,MG,"33,51272",
311240,Capetinga,MG,"33,58459",
211027,Santo Amaro do Maranhão,MA,"33,68056",
430155,Áurea,RS,"33,70370",
292030,Malhada de Pedras,BA,"34,04126",
432350,Vista Alegre,RS,"34,07600",
431848,São José do Hortêncio,RS,"34,07832",
313110,Inimutaba,MG,"34,11964",
314250,Monjolos,MG,"34,12844",
412635,Serranópolis do Iguaçu,PR,"34,17564",
420560,Galvão,SC,"34,21965",
241370,Sítio Novo,RN,"34,26357",
316530,São Vicente de Minas,MG,"34,30228",
432149,Toropi,RS,"34,32292",
313065,Indaiabira,MG,"34,64665",
521170,Jandaia,GO,"34,66474",
520830,Divinópolis de Goiás,GO,"34,68040",
292040,Manoel Vitorino,BA,"34,71820",
251350,Santana de Mangueira,PB,"34,89042",
412860,Verê,PR,"34,98298",
171280,Maurilândia do Tocantins,TO,"35,01976",
431308,Nova Pádua,RS,"35,07937",
313540,Jeceaba,MG,"35,29327",
353284,Nova Canaã Paulista,SP,"35,36090",19
352370,Itirapuã,SP,"35,51172",20
313660,Nova União,MG,"35,56299",
420417,Cerro Negro,SC,"35,64516",
355495,Tuiuti,SP,"35,75223",21
313835,Leme do Prado,MG,"35,97048",
410753,Entre Rios do Oeste,PR,"35,97338",
431670,Santa Bárbara do Sul,RS,"36,00784",
317043,União de Minas,MG,"36,10913",
316180,São Gonçalo do Pará,MG,"36,13718",
250933,Matinhas,PB,"36,17526",
412217,Rio Branco do Ivaí,PR,"36,17898",
431970,São Valentim,RS,"36,20879",
430066,André da Rocha,RS,"36,22951",
140050,São João da Baliza,RR,"36,37883",
421185,Ouro Verde,SC,"36,38554",
432185,Três Palmeiras,RS,"36,42842",
220207,Cajazeiras do Piauí,PI,"36,44068",
411729,Novo Itacolomi,PR,"36,54024",
510680,Porto dos Gaúchos,MT,"36,68547",
420980,Leoberto Leal,SC,"36,68911",
313925,Mamonas,MG,"37,03137",
110146,Pimenteiras do Oeste,RO,"37,20000",
431535,Quinze de Novembro,RS,"37,20316",
431310,Nova Palma,RS,"37,40627",
431275,Nova Alvorada,RS,"37,41508",
290420,Botuporã,BA,"37,45703",
260430,Cedro,PE,"37,67537",
221065,Sigefredo Pacheco,PI,"37,75426",
310050,Açucena,MG,"37,90997",
430100,Arroio do Meio,RS,"38,19723",
316590,Senador Modestino Gonçalves,MG,"38,24437",
355310,Taiaçu,SP,"38,30157",22
352750,Lucianópolis,SP,"38,38475",23
510452,Ipiranga do Norte,MT,"38,39271",
220635,Milton Brandão,PI,"38,39938",
220785,Pavussu,PI,"38,41672",
311995,Córrego Fundo,MG,"38,47487",
420270,Botuverá,SC,"38,71795",
312370,Engenheiro Caldas,MG,"38,80364",
311970,Coronel Xavier Chaves,MG,"38,84202",
316310,São José da Varginha,MG,"38,87940",
521565,Palestina de Goiás,GO,"38,93459",
353210,Murutinga do Sul,SP,"39,04622",24
410785,Flor da Serra do Sul,PR,"39,14574",
250220,Bom Jesus,PB,"39,15789",
412402,Santa Tereza do Oeste,PR,"39,24613",
314260,Monsenhor Paulo,MG,"39,30649",
311535,Catas Altas,MG,"39,31459",
510305,Cláudia,MT,"39,36260",
352115,Ipiguá,SP,"39,37166",25
353280,Nova Aliança,SP,"39,57198",26
314675,Palmópolis,MG,"39,63710",
211023,Santana do Maranhão,MA,"39,72703",
430820,Flores da Cunha,RS,"39,73492",
353325,Novais,SP,"39,73799",27
431545,Relvado,RS,"39,86820",
430955,Harmonia,RS,"39,89798",
220211,Campo Alegre do Fidalgo,PI,"39,93694",
316230,São João da Mata,MG,"39,95515",
421750,Seara,SC,"40,03204",
430560,Colorado,RS,"40,18177",
430140,Arvorezinha,RS,"40,24402",
210940,Primeira Cruz,MA,"40,42102",
510860,Vila Rica,MT,"40,45363",
220173,Betânia do Piauí,PI,"40,61571",
431333,Nova Ramada,RS,"40,65574",
313652,José Gonçalves de Minas,MG,"40,67204",
411110,Itambé,PR,"40,68517",
260630,Granito,PE,"40,74056",
522155,Turvelândia,GO,"40,81617",
240460,Ielmo Marinho,RN,"40,86822",
431150,Lavras do Sul,RS,"40,88112",
260330,Calçado,PE,"40,94889",
430090,Aratiba,RS,"40,96595",
431790,Santo Cristo,RS,"41,07465",
520410,Cachoeira Alta,GO,"41,10241",
250960,Monte Horebe,PB,"41,10497",
311220,Capela Nova,MG,"41,14974",
293080,Souto Soares,BA,"41,15672",
290225,Arataca,BA,"41,33472",
292975,Saubara,BA,"41,34947",
421230,Paulo Lopes,SC,"41,35032",
130255,Manaquiri,AM,"41,38996",
315530,Rio Manso,MG,"41,45998",
412035,Pranchita,PR,"41,53161",
313545,Jenipapo de Minas,MG,"41,63121",
311455,Carneirinho,MG,"41,67087",
170270,Aurora do Tocantins,TO,"41,69820",
150175,Brejo Grande do Araguaia,PA,"41,76359",
410230,Balsa Nova,PR,"41,77231",
211178,Serrano do Maranhão,MA,"41,94067",
510677,Porto Alegre do Norte,MT,"42,03176",
420080,Anchieta,SC,"42,05301",
350470,Balbinos,SP,"42,14710",28
291940,Licínio de Almeida,BA,"42,24045",
230837,Miraíma,CE,"42,24724",
317057,Vargem Alegre,MG,"42,26607",
240920,Passagem,RN,"42,28571",
420127,Arabutã,SC,"42,28578",
432377,Westfalia,RS,"42,29636",
240350,Espírito Santo,RN,"42,30379",
290950,Cravolândia,BA,"42,34606",
430340,Caiçara,RS,"42,38122",
521305,Mimoso de Goiás,GO,"42,58993",
521945,Santa Rita do Novo Destino,GO,"42,59978",
412530,São Jorge do Ivaí,PR,"42,60012",
130040,Barcelos,AM,"42,61600",
420110,Anitápolis,SC,"42,80177",
110149,São Francisco do Guaporé,RO,"42,81997",
316290,São João Nepomuceno,MG,"42,86356",
315000,Pescador,MG,"42,87035",
510880,Nova Guarita,MT,"42,88105",
411275,Jesuítas,PR,"42,89601",
353120,Monte Alegre do Sul,SP,"43,04912",29
315880,Santana do Jacaré,MG,"43,06183",
316095,São Domingos das Dores,MG,"43,08443",
432147,Tiradentes do Sul,RS,"43,10001",
293120,Taperoá,BA,"43,10041",
354620,Santa Cruz da Conceição,SP,"43,12015",30
510788,Serra Nova Dourada,MT,"43,25581",
412862,Alto Paraíso,PR,"43,35123",
315340,Presidente Olegário,MG,"43,43249",
220342,Domingos Mourão,PI,"43,45105",
316190,São Gonçalo do Rio Abaixo,MG,"43,50068",
130115,Careiro da Várzea,AM,"43,50370",
313535,Japonvar,MG,"43,52618",
430585,Coqueiros do Sul,RS,"43,54369",
431110,Jaguari,RS,"43,65397",
290280,Barra da Estiva,BA,"43,71452",
421775,Sul Brasil,SC,"43,80524",
240185,Caiçara do Norte,RN,"43,90004",
314640,Paineiras,MG,"43,94963",
290010,Abaíra,BA,"44,04436",
510895,Nova Monte Verde,MT,"44,10273",
292180,Mortugaba,BA,"44,16927",
240590,João Dias,RN,"44,17910",
314470,Nova Era,MG,"44,21617",
220375,Fartura do Piauí,PI,"44,25421",
312170,Diogo de Vasconcelos,MG,"44,30310",
355730,Estiva Gerbi,SP,"44,42306",31
220890,Ribeiro Gonçalves,PI,"44,42912",
431406,Passa Sete,RS,"44,48720",
291990,Macururé,BA,"44,60590",
291735,Jaborandi,BA,"44,63002",
315560,Rio Pardo de Minas,MG,"44,65872",
313480,Jacuí,MG,"44,74221",
351519,Espírito Santo do Turvo,SP,"44,80065",32
251450,São José de Piranhas,PB,"44,89279",
220150,Batalha,PI,"44,90590",
522070,Sítio d'Abadia,GO,"44,97462",
291125,Gavião,BA,"44,99835",
430515,Cerro Grande,RS,"45,03831",
270490,Mar Vermelho,AL,"45,07323",
240410,Galinhos,RN,"45,07463",
430800,Faxinal do Soturno,RS,"45,08734",
251260,Quixabá,PB,"45,12605",
420630,Guabiruba,SC,"45,12838",
431620,Rondinha,RS,"45,14004",
312733,Gameleiras,MG,"45,16418",
431973,São Valério do Sul,RS,"45,18908",
430480,Carlos Barbosa,RS,"45,25472",
421410,Presidente Nereu,SC,"45,34667",
432020,Seberi,RS,"45,38035",
210055,Amapá do Maranhão,MA,"45,38305",
314150,Mendes Pimentel,MG,"45,49701",
312620,Formoso,MG,"45,52971",
351010,Cândido Rodrigues,SP,"45,53788",33
221062,Sebastião Barros,PI,"45,56701",
412290,Salto do Itararé,PR,"45,59372",
420570,Garopaba,SC,"45,63577",
292080,Marcionílio Souza,BA,"45,71444",
210180,Benedito Leite,MA,"45,99359",
314890,Pedra do Indaiá,MG,"46,02708",
150100,Aveiro,PA,"46,16902",
431175,Manoel Viana,RS,"46,19782",
421055,Marema,SC,"46,21164",
312600,Florestal,MG,"46,24541",
410010,Abatiá,PR,"46,32062",
431360,Paim Filho,RS,"46,41365",
314537,Novorizonte,MG,"46,42237",
431247,Morro Reuter,RS,"46,47077",
420430,Concórdia,SC,"46,59446",
421507,Riqueza,SC,"46,64089",
110145,Parecis,RO,"46,65203",
500510,Jateí,MS,"46,65285",
351090,Cássia dos Coqueiros,SP,"46,67257",34
430786,Fagundes Varela,RS,"46,68807",
431142,Lajeado do Bugre,RS,"46,70455",
293160,Teolândia,BA,"46,74003",
292045,Mansidão,BA,"46,76753",
315090,Piranguçu,MG,"46,85518",
291345,Igrapiúna,BA,"46,86788",
291280,Ibirapuã,BA,"46,92433",
431290,Nova Bassano,RS,"46,96895",
352080,Inúbia Paulista,SP,"46,98389",35
311810,Congonhas do Norte,MG,"46,99790",
313460,Jaboticatubas,MG,"47,10870",
291200,Ibiassucê,BA,"47,12189",
521487,Nova Iguaçu de Goiás,GO,"47,24231",
431695,Santa Maria do Herval,RS,"47,27421",
351810,Guarantã,SP,"47,28187",36
320270,Itaguaçu,ES,"47,29580",1
430485,Carlos Gomes,RS,"47,39583",
150808,Tucumã,PA,"47,50381",
280190,Cumbe,SE,"47,58697",
220672,Nazária,PI,"47,64807",
220285,Coronel José Dias,PI,"47,68139",
352820,Macedônia,SP,"47,68208",37
315040,Piedade dos Gerais,MG,"47,68591",
510517,Juruena,MT,"47,71138",
421630,São João Batista,SC,"47,72605",
150658,Santa Maria das Barreiras,PA,"47,80099",
510785,São Félix do Araguaia,MT,"47,83429",
314120,Matutina,MG,"47,83436",
150497,Nova Ipixuna,PA,"47,84090",
211125,São José dos Basílios,MA,"47,86395",
411810,Paranacity,PR,"47,95314",
171570,Palmeirante,TO,"47,99905",
120013,Bujari,AC,"48,07081",
250157,Barra de Santana,PB,"48,07757",
210663,Matões do Norte,MA,"48,07904",
240210,Campo Redondo,RN,"48,11403",
251340,Santa Luzia,PB,"48,17964",
412310,Santa Amélia,PR,"48,18129",
432210,Tucunduva,RS,"48,21060",
314840,Paulistas,MG,"48,21699",
520235,Arenópolis,GO,"48,22413",
520725,Doverlândia,GO,"48,22642",
292305,Novo Triunfo,BA,"48,23872",
431660,Sananduva,RS,"48,30303",
355570,União Paulista,SP,"48,31169",38
431531,Quatro Irmãos,RS,"48,37838",
210407,Feira Nova do Maranhão,MA,"48,44722",
510735,São José do Xingu,MT,"48,45540",
431477,Pontão,RS,"48,45715",
261240,Sanharó,PE,"48,54465",
150797,Terra Santa,PA,"48,57305",
421625,São João do Oeste,SC,"48,63785",
310700,Biquinhas,MG,"48,63946",
316830,Taquaraçu de Minas,MG,"48,69178",
432375,Vitória das Missões,RS,"48,83602",
510310,Cocalinho,MT,"48,85964",
313360,Itapeva,MG,"48,89865",
430223,Boa Vista do Incra,RS,"48,91106",
430190,Barra do Ribeiro,RS,"48,91206",
431220,Maximiliano de Almeida,RS,"49,01187",
130014,Apuí,AM,"49,02470",
432163,Três Arroios,RS,"49,02597",
311620,Chiador,MG,"49,07692",
431339,Novo Cabrais,RS,"49,09495",
420780,Irani,SC,"49,12091",
292480,Piritiba,BA,"49,19570",
352110,Ipeúna,SP,"49,30857",39
316030,Santo Antônio do Jacinto,MG,"49,38582",
250020,Aguiar,PB,"49,39837",
312707,Fruta de Leite,MG,"49,42426",
353690,Pedranópolis,SP,"49,47761",40
293245,Umburanas,BA,"49,49272",
210970,Sambaíba,MA,"49,49730",
210730,Nova Iorque,MA,"49,55631",
421315,Planalto Alegre,SC,"49,60941",
431403,Pareci Novo,RS,"49,68994",
353300,Nova Granada,SP,"49,72744",41
354030,Pontes Gestal,SP,"49,75309",42
314960,Pequi,MG,"49,78839",
290820,Conceição da Feira,BA,"49,85896",
421040,Maracajá,SC,"49,92318",
316480,São Sebastião do Rio Preto,MG,"50,00000",
432060,Severiano de Almeida,RS,"50,03532",
410680,Cruz Machado,PR,"50,03820",
431162,Lindolfo Collor,RS,"50,05232",
431725,Santa Tereza,RS,"50,06723",
240850,Ouro Branco,RN,"50,21447",
354310,Ribeirão Corrente,SP,"50,29620",43
150475,Mojuí dos Campos,PA,"50,29624",
353750,Pereiras,SP,"50,33293",44
250290,Brejo dos Santos,PB,"50,34343",
171430,Nazaré,TO,"50,34638",
510385,Gaúcha do Norte,MT,"50,36711",
432252,Vale Verde,RS,"50,38581",
314300,Monte Belo,MG,"50,41810",
320180,Divino de São Lourenço,ES,"50,47298",2
354840,Santópolis do Aguapeí,SP,"50,49808",45
130400,Silves,AM,"50,52092",
170330,Bom Jesus do Tocantins,TO,"50,57026",
311740,Conceição de Ipanema,MG,"50,58289",
314505,Nova Porteirinha,MG,"50,58430",
410345,Cafelândia,PR,"50,59226",
312050,Cristina,MG,"50,65066",
260360,Camutanga,PE,"50,69748",
313060,Inconfidentes,MG,"50,71465",
430635,Dezesseis de Novembro,RS,"50,71521",
311770,Conceição do Rio Verde,MG,"50,78636",
221140,Várzea Grande,PI,"50,79337",
292220,Muniz Ferreira,BA,"50,83094",
431390,Panambi,RS,"50,88099",
250660,Ibiara,PB,"50,88512",
432045,Sério,RS,"50,88794",
310840,Botelhos,MG,"50,89902",
421935,Vitor Meireles,SC,"50,97557",
410270,Barra do Jacaré,PR,"51,00858",
231325,Tarrafas,CE,"51,10143",
500124,Aral Moreira,MS,"51,15278",
432330,Vila Flores,RS,"51,21732",
292650,Ribeira do Amparo,BA,"51,22562",
431320,Nova Petrópolis,RS,"51,30799",
210087,Araguanã,MA,"51,32135",
311590,Chácara,MG,"51,35565",
355490,Três Fronteiras,SP,"51,35929",46
354010,Pongaí,SP,"51,35950",47
140023,Caroebe,RR,"51,40230",
241445,Triunfo Potiguar,RN,"51,62582",
430490,Casca,RS,"51,68061",
292105,Matina,BA,"51,77836",
432370,Vista Gaúcha,RS,"51,79548",
240540,Japi,RN,"51,80922",
431330,Nova Prata,RS,"52,03314",
240950,Pedra Grande,RN,"52,04762",
353090,Mombuca,SP,"52,08336",48
410322,Bom Sucesso do Sul,PR,"52,13100",
311360,Careaçu,MG,"52,14517",
292280,Nova Itarana,BA,"52,28994",
292420,Pedro Alexandre,BA,"52,30029",
355385,Taquarivaí,SP,"52,36738",49
354790,Santo Antônio da Alegria,SP,"52,38293",50
210630,Magalhães de Almeida,MA,"52,38551",
411535,Maripá,PR,"52,43099",
130090,Canutama,AM,"52,45509",
315850,Santana de Pirapama,MG,"52,46773",
311650,Claro dos Poções,MG,"52,49113",
291733,Iuiú,BA,"52,60440",
313450,Itutinga,MG,"52,62912",
170390,Caseara,TO,"52,69557",
431980,São Vicente do Sul,RS,"52,72285",
210745,Olinda Nova do Maranhão,MA,"52,81552",
311290,Caputira,MG,"52,82053",
420445,Coronel Martins,SC,"52,90698",
430697,Erebango,RS,"52,96762",
420410,Caxambu do Sul,SC,"52,96836",
250850,Livramento,PB,"53,05032",
290405,Bonito,BA,"53,08170",
251275,Riachão do Bacamarte,PB,"53,19324",
421490,Rio Fortuna,SC,"53,20484",
420600,Governador Celso Ramos,SC,"53,22651",
522028,São Patrício,GO,"53,25968",
314465,Ninheira,MG,"53,27952",
353170,Monteiro Lobato,SP,"53,32018",51
420440,Coronel Freitas,SC,"53,43822",
291340,Igaporã,BA,"53,44486",
430471,Caraá,RS,"53,50292",
430860,Garibaldi,RS,"53,54250",
430064,Ametista do Sul,RS,"53,56776",
315350,Alto Jequitibá,MG,"53,62625",
420675,Ibiam,SC,"53,65324",
320035,Alto Rio Novo,ES,"53,66666",3
292940,São Miguel das Matas,BA,"53,67433",
353770,Piacatu,SP,"53,67442",52
313753,Lagoa Grande,MG,"53,71074",
270820,São Brás,AL,"53,73147",
241335,Serra do Mel,RN,"53,78316",
520690,Davinópolis,GO,"53,81152",
430995,Ibirapuitã,RS,"53,84410",
150450,Melgaço,PA,"53,85855",
311700,Comercinho,MG,"53,86830",
250150,Bananeiras,PB,"53,89591",
310650,Berilo,MG,"53,92430",
500490,Jaraguari,MS,"53,97040",
291410,Ipupiara,BA,"53,97455",
316555,Setubinha,MG,"54,09138",
411695,Nova Esperança do Sudoeste,PR,"54,10236",
250535,Damião,PB,"54,15701",
314020,Maripá de Minas,MG,"54,16679",
320495,São Roque do Canaã,ES,"54,19954",4
231335,Tejuçuoca,CE,"54,20219",
220400,Francinópolis,PI,"54,25620",
315057,Pintópolis,MG,"54,33339",
230160,Assaré,CE,"54,56054",
411360,Lobato,PR,"54,57702",
170765,Figueirópolis,TO,"54,58783",
293140,Teodoro Sampaio,BA,"54,61353",
